"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"23008592","Parc Ridge","222","Hadley","A","M1","2023-09-15","","2023-09-20","","33","33","255500.00","255500.00","","","1899.00","4","2","","Under Construction","75 x 120","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Sean Hettich","","Breaux Bridge","LA","70517","","St Martin","","Lot 19 Parc Ridge","","3%","N","19","",""
"23004247","Cottages at West Village","103h","Pioneer","A","F","2023-05-16","","2023-05-17","","155","155","232000.00","222490.00","","","1171.00","3","2","","New","33x92.23x33x92.23","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Clare Hensarling","","Scott","LA","70583","","Lafayette","","Lot R-151 of Phase 2C of West Village","","2.5%-150","N","R-151","Anna-Corinne Mahtook",""
"23003674","Kramer","710","Weeks Island","A","I2","2023-04-29","","2023-05-02","","172","172","160000.00","144000.00","","","2108.00","3","2","","31 - 40 Years","80x150","Residential","DS","","0 - 0.5","","McGeeScott Realty (l001196)","Andree Schlicher","","New Iberia","LA","70560","","Iberia","","BEING N/80' LOT 10, BLK 3, KRAMER SUB","","2.5%-$150RR","N","10","",""
"23007253","None","1736","Highway 83","A","St. Mary","2023-08-08","","2023-08-10","","69","247","105000.00","99000.00","","","1792.00","3","2","","16 - 20 Years","117.76 X 258.89 X 117.78 X 258.89","Residential","MM","","0.51 - 0.99","","McGeeScott Realty (l001196)","Alexis Peterson","","Franklin","LA","70538","","St Mary","","LOT TRACT 1-A SHIRLEY RODRIGUEZ HEIRS PARTITION PER PLAT 327 323565 ACQ 346 326515","","2.5% - $150","N","1-A","",""
"23004746","Atchafalya Trace","1200","River","A","M1","2023-06-01","","2023-09-20","","98","98","325900.00","325900.00","","","1848.00","4","2","","New","133.50x33.35x69.01x133.06x102.36","Residential","DS","","0 - 0.5","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Breaux Bridge","LA","70517","","St Martin","","LOT 19 OF ATCHAFALAYA TRACE PHASE II","","2.5%","N","19","",""
"23006337","Acadian Acres","531","Rue Dauphine","A","A3","2023-07-14","","2023-07-14","","96","277","495000.00","495000.00","","","4000.00","3","3","2","41 - 50 Years","0","Residential","DS","","1 - 2.99","","RE/MAX Rice Realty (l001103)","Jerrod Prather","","Eunice","LA","70535","","Acadia","","LOT 52 ACADIAN ACRES IN SECS 18-41 T7-1E. (LOT-IMP)(EMPB) (G-6056) (L","","1.25%","N","052","",""
"23009013","None","430","Webb","A","D","2023-10-04","","2023-10-04","","14","14","225000.00","225000.00","","","2104.00","3","2","1","51 - 75 Years","200x130","Residential","DS","","0.51 - 0.99","","Latter & Blum (l000050)","Joyce Hannie","","Lafayette","LA","70501","","Lafayette","","SEC 100 T9S R5E (.597 AC)(200X130)(1953-28879 PLAT)","","3%-$150","N","100 & 101","",""
"22011457","None","4701","Admiral Doyle","A","I2","2022-12-28","","2022-12-29","","294","294","400000.00","400000.00","","","2706.00","4","3","","41 - 50 Years","300 x 283","Residential","DS","","1 - 2.99","","Latter & Blum (l000050)","Alisha Deville","","New Iberia","LA","70560","","Iberia","","1-100 X 283/284 SEGURA, HWY 674, LOT 8, LOT 6 BEING LOT 7 OF PLAT OF","","3%-150","N","7, 8, 9","Frankie Palermo",""
"23005149","None","118","Jefferson","A","O","2023-06-12","","2023-06-12","","128","128","159900.00","159900.00","","","525.00","1","1","","New","IRR","Residential","AS","","0 - 0.5","","The Gleason Group (l001255)","Will Taylor","","Broussard","LA","70518","","Lafayette","","UNITS A THRU I & COMMON AREA VILLAS AT JEFFERSON TOWNHOME DEV (2022-25712 PLAT)","","2.5%-$150","N","0","Crystal Guidry",""
"23008043","Mills Terrace","215","Gaynor","A","C","2023-09-01","","2023-09-01","","47","47","233990.00","224990.00","","","1773.00","4","2","","Under Construction","150X58","Residential","DS","","0 - 0.5","","WJH LLC of Delaware (l001363)","Leslie Dekle","","Scott","LA","70583","","Lafayette","","LOT 46 MILLS TERRACE SUB  (0.285 AC)(82.90X150)","","3%","N","46","Nora Pruitt",""
"23004089","None","143","Oakridge Ranch","A","L2","2023-05-10","","2023-09-25","","126","126","1350000.00","1325000.00","","","3225.00","3","2","1","1 - 3 Years","IRR","Residential","DS","","11 - 19.99","","The Gleason Group (l001255)","Derek Pelloquin","","Sunset","LA","70584","","St Landry","","16.74 AC TRACT D-1 (3.73 AC) TRACT D-2 (3 AC) & TRACT D-3 (10.01 AC)","","SEE RR","N","D-1/0-2/0-31","",""
"23006682","Pierre Hebert","132","Anaise","A","L1","2023-07-23","","2023-10-04","","62","62","195000.00","185000.00","","","1800.00","4","2","","31 - 40 Years","156X189","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Linda Taylor","","Arnaudville","LA","70512","","St Landry","","Lot 1, Pierre Hebert S/D. St Landry Parish","","3%","N","1","",""
"23004516","Sabal Palms","104","Alexander Palm","A","O","2023-05-25","","2023-05-25","","146","146","460000.00","460000.00","","","2000.00","3","2","","Under Construction","60X120.39X60X120.37","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Jessica LaCourse Broussard","","Youngsville","LA","70592","","Lafayette","","LOT 72 SABAL PALMS PH 3-B  (60X120.39X60X120.37)","","2.5%-150","N","72","",""
"23009184","Reeds Townhomes","217","Canvasback","A","P","2023-10-09","","2023-10-10","","9","9","263000.00","263000.00","","","1333.00","2","2","1","Under Construction","0","Residential","AS","","0 - 0.5","","Latter & Blum (l000050)","Joel Bacque","","Youngsville","LA","70592","","Lafayette","","LOT 82 REEDS AT METAIRIE CENTRE TOWNHOME COMMUNITY","","2.25%-$150","N","82","",""
"23008990","Green Meadows","131","Vivian","A","O","2023-10-04","","2023-10-04","","14","14","209000.00","205000.00","","","1445.00","3","2","","41 - 50 Years","80x160","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Stephen Hundley","","Lafayette","LA","70508","","Lafayette","","LOT 85 GREEN MEADOWS SUBD (80X160)","","2.5%","N","85","",""
"23007698","Pointe Marie","3323","Pointe-Marie","A","East Baton Rouge","2023-08-23","","2023-08-23","","56","56","549500.00","544250.00","","","1769.00","2","2","1","1 - 3 Years","22Fx73.99LSx22Rx73.00RS","Residential","AS","","0 - 0.5","","HUNCO Real Estate (l001141)","Thomas Schumacher","","Baton Rouge","LA","70820","","East Baton Rouge","","See realtor remarks.","","2.5% - $250","Y","MU-1","",""
"23008919","None","1012","Huval","A","M1","2023-09-29","","2023-09-30","","19","19","375000.00","375000.00","","","1720.00","3","2","","41 - 50 Years","2.542 acres","Residential","DS","","1 - 2.99","","RE/MAX Acadiana (l000020)","Brandi McKnight","","Breaux Bridge","LA","70517","","St Martin","","2.542 AC: LOT 2, CORMIER, PUBLIC ROAD, HWY 347COB: 662-397-157055","","3%","N","2","",""
"23008411","Hillside Acres","125","Julian","A","D","2023-09-14","","2023-10-06","","12","12","169900.00","169900.00","","","1360.00","3","2","","16 - 20 Years","110 x 148.7","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Nicole Bringard","","Lafayette","LA","70507","","Lafayette","","LOT 26-HILLSIDE ACRES EXT #1","","3%-$150","N","26","",""
"23006338","None","947","Main","A","I2","2023-07-14","","2023-07-14","","96","96","269000.00","255000.00","","","2050.00","4","2","","51 - 75 Years","50 x 200 x25 x 200","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Leticia Verhage","","New Iberia","LA","70560","","Iberia","","Tract of Land ..339 acres (50 x 200) City of New Iberia","","3%","N","0","",""
"23008554","Briars Cove","205","Bird Of Paradise","A","N","2023-09-19","","2023-09-19","","29","29","250000.00","245000.00","","","1656.00","3","2","","1 - 3 Years","60x120","Residential","DS","","0 - 0.5","","Dwight Andrus Real Estate Agency, LLC (l001261)","Dawn Williams-Deare","","Lafayette","LA","70508","","Lafayette","","PARCEL 1 SEC 42 T11S R4E (29.485 AC) (2018-42046 PLAT)","","3%","N","66","Lindsay Vella",""
"23001957","None","1226","Barbara","A","A2","2023-03-07","","2023-05-25","","202","202","85000.00","80000.00","","","1409.00","2","2","","41 - 50 Years","130.7 x 59.6","Residential","DS","","0 - 0.5","","Dream Home Realty, LLC (l001181)","Billy Pritchard","","Rayne","LA","70578","","Acadia","","LOT 14, S 1/2 LOT 11 BLK 3 BABINEAUX (1 1/2 LOTS)(IMP)(B-1848)(LOT SIZE: 40 X 120) ACQ: #308520 H19-370","","3% - $150","N","14","",""
"23008729","Crowne Parc","240","Crowne Parc","A","L2","2023-09-24","","2023-09-25","","24","24","245500.00","245500.00","","","1874.00","4","2","","Under Construction","50x115","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Robert Hillard","","Opelousas","LA","70570","","St Landry","","Crowne Parc Lot 136 50x115","","3%","N","136","",""
"23009338","Estorge","218","Pine","A","L2","2023-10-13","","2023-10-14","","5","5","134900.00","134900.00","","","1516.00","3","2","","51 - 75 Years","50 x 145","Residential","DS","","0 - 0.5","","Savvy Team Realty, LLC (l001123)","Denise Carlson","","Opelousas","LA","70570","","St Landry","","1 LOT 15 (55X145) ESTORGE SUB DIV N ESTORGE HEIRS S PINE AVE E LANDRY","","3-150","N","015","",""
"23002767","None","2281","Cecilia High School","A","M1","2023-04-04","","2023-04-04","","197","197","195000.00","180000.00","","","2240.00","3","2","","41 - 50 Years","0.44","Residential","DS","","0 - 0.5","","Helping Hands Realty, LLC (l001319)","Tonia Peltier","","Breaux Bridge","LA","70517","","St Martin","","130' Front (More or Less) Rees, Rees & Guidry, Hébert, Hwy 347COB.","","3% RR","N","None","",""
"23006648","Abbey Court","201","Cainwood","A","C","2023-07-24","","2023-07-24","","86","86","232240.00","232240.00","","","1546.00","3","2","","Under Construction","69X110X55X85","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Carencro","LA","70520","","Lafayette","","LOCATED IN SECT. 28 T-8-S, R-4-E, CARENCRO, LA - LAFAYETTE PARISH, LOUISIANA","","3%","N","27","",""
"23004365","Berchman Oaks","205","Berchman Oaks","A","G3","2023-05-20","","2023-05-20","","151","151","237400.00","242900.00","","","1456.00","3","2","","Under Construction","40X120","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Brandon Landry","","Lafayette","LA","70506","","Lafayette","","Lot 61 of Berchman Oaks","","2.5% -250","N","61","",""
"23008293","Bellevue Plantation","811","Bellevue Plantation","A","N","2023-09-11","","2023-09-11","","37","37","898000.00","860000.00","","","4177.00","5","4","1","21 - 30 Years","167.85X257.12X222X360.37","Residential","DS","","1 - 2.99","","Reliance Real Estate Group (l001039)","Anna Ward","","Lafayette","LA","70503","","Lafayette","","LOT 26 BELLEVUE PLATATION EXT II (167.85X257.12X222X360.37)","","2.5%","Y","26","",""
"23008841","Fairhaven","406","Archer","A","P","2023-09-26","","2023-09-28","","22","22","325000.00","317000.00","","","2033.00","4","2","1","1 - 3 Years","130 x 48 x 27 x 115 x 70","Residential","DS","","0 - 0.5","","Real Broker, LLC (l001335)","Jan Terhune","","Youngsville","LA","70592","","Lafayette","","FAIRHAVEN - PHASE 1 SECTION 18, T11S, R53, LAFAYETTE PARISH, LOUISIANA","","2.5%","N","87","Lana Soileau",""
"23004824","Heaven Lake","1114","Dermelie Calais","A","M1","2023-06-02","","2023-06-02","","138","138","748000.00","715000.00","","","4021.00","4","3","","1 - 3 Years","135 x 325","Residential","DS","","1 - 2.99","","Keller Williams Realty Acadiana (l000906)","Krystal Jones","","Breaux Bridge","LA","70517","","St Martin","","Lot 11 of Lake Heaven Sub","","2.5","N","11","",""
"23008292","Grand Pointe","136","Brightwood","A","N","2023-09-11","","2023-09-11","","37","37","350000.00","345000.00","","","2216.00","3","2","1","16 - 20 Years","25x153","Residential","AS","","0 - 0.5","","HUNCO Real Estate (l001141)","Bailey Caldwell","","Lafayette","LA","70508","","Lafayette","","LOT 135 GRAND POINTE SUBDV PH 1-A (25X153)","","2.5% - RR","N","135","",""
"23008815","Austin Court","211","Leicester","A","G1","2023-09-25","","2023-09-27","","23","23","395000.00","395000.00","","","2503.00","3","2","2","31 - 40 Years","42.2X69.55X116.04X64X93.82","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Lucius Hornsby","","Lafayette","LA","70508","","Lafayette","","LOT 1 AUSTIN COURT (42.2X69.55X116.04X64X93.82)","","3%","Y","1","",""
"23001206","Timberwood","1012","Timber Trails","A","M1","2023-02-13","","2023-02-13","","247","247","255750.00","249000.00","","","1550.00","3","2","","New","140x87.33x140x86.43","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Madelyn Lamartiniere","","Breaux Bridge","LA","70517","","St Martin","","Tract A2 of Timberwood Estates Homeowner's Association","","3%-$150","N","Tract A2","",""
"23008045","None","1422","Chataignier Rd","A","Evangeline","2023-08-31","","2023-09-01","","48","48","155000.00","155000.00","","","1584.00","3","2","","41 - 50 Years","96.6667' X 145'","Residential","DS","","0 - 0.5","","Dream Home Realty, LLC (l001181)","Andy Cawyer","","Ville Platte","LA","70586","","Evangeline","","1 LOT 500--LOCATED IN SEC. 29 T4-2E FRONTING ON HGY. #29 IMP. HOME 4500","","3%-$150","N","500","Kent Rogers",""
"23007454","None","4811","La Hwy 700","A","V1","2023-08-15","","2023-08-19","","60","60","135000.00","135000.00","","","1360.00","2","1","","51 - 75 Years","As per assessor website","Residential","DS","","0 - 0.5","","HUNCO Real Estate (l001141)","Lizzie Herter","","Kaplan","LA","70548","","Vermilion","",".165 AC UND 1/2 INT IN 1 LOT MEAS 70' FRT      N & S BY DEPTH OF 210' E & W, .315 (see RR for full Legal Description)","","3%","N","N/A","",""
"23006872","Sunset Terrace","326","Caribbean","A","L2","2023-07-31","","2023-07-31","","79","79","245000.00","245000.00","","","1704.00","4","2","","Under Construction","74X112","Residential","DS","","0 - 0.5","","Goldie Locks Realty LLC (l001197)","Brandy Siner","","Sunset","LA","70584","","St Landry","","Sunset Terrace Subdivision 74X112 Lot 408A","","3","N","408A","",""
"23002763","The Quarters at Plantation Ridge","110","Harvest","A","V1","2023-04-04","","2023-04-04","","197","197","233900.00","229900.00","","","1546.00","3","2","","New","26.66x150x51.66x125x35.36","Residential","DS","","0 - 0.5","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Abbeville","LA","70510","","Vermilion","","LOT 89 PLANTATION RIDGE - THE QUARTERS       2022001404","","2.5%","N","89","",""
"23007795","Plateau Manor","513","Verot School","A","O","2023-08-25","","2023-09-15","","33","33","250000.00","240000.00","","","2187.00","4","2","","16 - 20 Years","38.14X103.55","Residential","AS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","John Ray Perkins","","Lafayette","LA","70508","7","Lafayette","","LOT 7 PLATEAU MANOR (38.14X103.55)","","3%","N","000","",""
"23004913","None","1462","Whiteville","A","Evangeline","2023-06-06","","2023-06-06","","134","134","379000.00","365000.00","","","2750.00","3","2","1","16 - 20 Years","175 X 248.91","Residential","DS","","1 - 2.99","","Premier Realty of Acadiana LLC (l001172)","Paul Schexnayder","","Ville Platte","LA","70586","","Evangeline","","1TRACT 1000--IN SEC. 15 T4-2E (175' X 248.91' OR 1 ACRE) IMP. HOME 29","","2.25","Y",".","",""
"23008730","Crowne Parc","235","Crowne Parc","A","L2","2023-09-24","","2023-09-25","","24","24","229500.00","229500.00","","","1616.00","3","2","","Under Construction","50x115","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Robert Hillard","","Opelousas","LA","70570","","St Landry","","lot 86 Crowne Parc 50x115","","3%","N","86","",""
"23009055","River Oaks","218","Jane","A","V1","2023-10-04","","2023-10-05","","14","14","160000.00","165000.00","","","1375.00","3","2","","11 - 15 Years","100' X 117.2'","Residential","DS","","0 - 0.5","","Sunrise Realty LLC (l001078)","James Noel Jr.","","Abbeville","LA","70510","","Vermilion","","LOT 9 RIVER OAKS SUBDIVISION","","2.5% - $200","N","009","",""
"23009433","None","1078","Vince","A","Evangeline","2023-10-18","","2023-10-18","","0","0","125000.00","125000.00","","","1396.00","3","2","","4 - 5 Years","1.54 ac","Residential","MM","","1 - 2.99","","Premier Realty of Acadiana LLC (l001172)","Paul Schexnayder","","Ville Platte","LA","70586","","Evangeline","","1 TRACT 1500--IN SEC. 22 T4-1E (1.54 ACS.) TRACT 5-C PLAT OF SURVEY M","","2.5","N","Tract 5-C","",""
"22011487","Mccomb Addition","512","Jefferson","A","G3","2022-12-30","","2023-05-22","","281","552","230000.00","195000.00","","","2381.00","3","2","1","76+ Years","50X111.5X51.759X125","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Brian Gotreaux","","Lafayette","LA","70501","","Lafayette","","LOT 4 BLK 28 MCCOMB ADD (50X111.5X51.759X125)@512 JEFFERSON BLVD","","2.9","N","4","",""
"23006690","None","2348","Crowley Rayne Hwy","A","A1","2023-07-25","","2023-07-25","","85","85","220000.00","215000.00","","","1703.00","3","1","1","31 - 40 Years","See Legal (0.88 AC)","Residential","DS","","0.51 - 0.99","","Rayne Realty Co, Inc (l000111)","Kody Romero","","Rayne","LA","70578","","Acadia","","0.88 AC 'TRACT A' IN NE OF NE SEC 35 T9-1E.(LOT) (IMP) (F-1996) ACQ:","","3%","N","Tr A","",""
"23008918","None","8604","Eunice Iota","A","A3","2023-09-30","","2023-09-30","","18","18","355000.00","355000.00","","","4052.00","2","2","1","21 - 30 Years","IRR see PLAT","Residential","DS","","1 - 2.99","","EXP Realty, LLC (l001154)","Rebekah Hebert","","Eunice","LA","70535","","Acadia","","2.46 AC NW/4 OF SEC 3 T7-1W. (MSAG) (IMP) (C-4052)(WMPB)  ACQ: #525463 T44-389); #542818 T46-141; QUITCLAIM 96-#628628","","2.5%","N","per plat","",""
"23006240","None","2244","Highway 31","A","L1","2023-07-12","","2023-07-12","","98","98","99500.00","99500.00","","","1280.00","3","2","","11 - 15 Years",".367 acres","Residential","MM","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Chantelle Cormier","","Arnaudville","LA","70512","","St Landry","","1 LOT PARCEL D -3 (.367 AC) IN SEC 52 T-7S R-5E 1165739 (MH 2009 SUNSHINE 16X80 VIN# ALS16662)","","3%","N","0","",""
"23004367","Berchman Oaks","233","Berchman Oaks","A","G3","2023-05-20","","2023-05-20","","151","151","227000.00","233400.00","","","1388.00","3","2","","Under Construction","40X120","Residential","DS","","0 - 0.5","","EXP Realty, LLC (l001154)","Brandon Landry","","Lafayette","LA","70506","","Lafayette","","Lot 75 of Berchman Oaks","","2.5% -250","N","75","",""
